unique_id,country,timestamp,y_pred,y_proba,target_date,model_version,runtime,test
d321dbcb-7f42-4338-b5a0-dd8022556932,united_kingdom,1580878181.6383686,[112420.56269333],None,2018-01-29,0.1,000:00:00,False
d162d927-4745-482f-929a-4dbf96ed61e8,all,1580878938.7012644,[136491.2391],None,2018-01-29,0.1,000:00:00,False
7156a87f-eba3-4985-be63-f542c725a0bc,all,1580878943.0365124,[178649.8208],None,2018-01-10,0.1,000:00:00,False
ca2d097c-c4cf-4f52-8215-34060582c6a5,all,1580878957.313329,[178649.8208],None,2018-01-10,0.1,000:00:00,False
f79d2486-ee23-456a-9878-08297fe95106,all,1580878959.6924648,[178649.8208],None,2018-01-10,0.1,000:00:00,False
633dae0a-c85b-46f6-9df7-fbd51c4cf537,all,1580878960.6255183,[178649.8208],None,2018-01-10,0.1,000:00:00,False
ebf710a3-f4ab-4768-b643-364ff92c9e64,all,1580879687.918117,[136491.2391],None,2018-01-29,0.1,000:00:00,False
d54d3270-a8e8-4eb4-8679-510255739b0c,all,1580879691.8563423,[178649.8208],None,2018-01-10,0.1,000:00:00,False
6866bbc2-d941-498f-8bc8-9c70ab7c84cf,portugal,1580879695.5385528,[244.54],None,2018-01-10,0.1,000:00:00,False
17815789-a3a4-4ffa-ac43-e3e004df243e,eire,1580879704.8800874,[12615.898],None,2018-01-10,0.1,000:00:00,False
e233881a-0c44-49fa-b3a6-4123b85daed8,eire,1580879710.9634352,[4018.956],None,2017-11-29,0.1,000:00:00,False
e54df033-eef6-4eff-bd6e-3ef12639a7b5,norway,1580879734.7097933,[0.],None,2018-02-08,0.1,000:00:00,False
c0504276-8ec7-47ee-ab9f-5cc07f053db7,portugal,1580879740.76614,[267.74],None,2018-02-08,0.1,000:00:00,False
a262ee0a-0dc8-407a-a92a-6ea930e2ea9f,all,1580879916.567195,[136491.2391],None,2018-01-29,0.1,000:00:00,False
69d5f5c1-9779-4e90-8aeb-a59c29f6f203,all,1580880313.8739197,[186423.7118],None,2018-02-17,0.1,000:00:00,False
b6485d4b-dd39-466a-90c4-54309b303dba,all,1580880395.1875448,[184271.4835],None,2018-01-05,0.1,000:00:52,True
5affc5fd-f985-47c0-8bb0-ce4da8a81d89,eire,1580914380.8771768,[4362.785],None,2018-01-29,0.1,000:00:00,False
d3a16ac4-ba0e-4cee-9de8-425159ee1aa0,eire,1580914404.5065286,[4362.785],None,2018-01-29,0.1,000:00:00,False
160ec0fe-95da-4436-a0d5-e3846be14601,eire,1580914408.5827615,[4362.785],None,2018-01-29,0.1,000:00:00,False
d0ad8fee-7a6b-4db8-b7b4-330663aff457,united_kingdom,1580914413.7120547,[112420.56269333],None,2018-01-29,0.1,000:00:00,False
053e36dd-2169-4b2a-8663-ea05635e2d40,all,1580914826.2166488,[136491.2391],None,2018-01-29,0.1,000:00:00,False
8f8ce596-aba6-4a30-8695-b0923f37a642,norway,1580914840.7274787,[0.],None,2018-01-29,0.1,000:00:00,False
96a745f9-b76e-458e-a0b4-ac09a1dc5f36,norway,1580914911.508527,[0.],None,2018-01-29,0.1,000:00:00,False
e2f5f4a3-3b1a-4fe9-a8ef-de0f926f1f27,germany,1580914915.1117332,[1751.7904],None,2018-01-29,0.1,000:00:00,False
2fa6cb10-2111-4154-a911-33892c70ba06,germany,1580914980.214457,[1751.7904],None,2018-01-29,0.1,000:00:00,False
40cd4d0d-d83b-41b5-9efb-e05348d8512a,germany,1580914983.2966332,[1751.7904],None,2018-01-29,0.1,000:00:00,False
27091f14-3f38-4fa1-993f-a20f0f84cc1a,eire,1580915167.7191815,[4362.785],None,2018-01-29,0.1,000:00:00,False
367edfe9-1598-4b5e-8f35-9e0299c2d529,eire,1580915185.4621966,[4018.956],None,2017-11-29,0.1,000:00:00,False
0cbe1378-be3b-459f-8a7d-1087f5c35a49,eire,1580915222.3733077,[4018.956],None,2017-11-29,0.1,000:00:00,False
20d9d0de-d9e0-4ca4-93a6-b56c2c805f96,all,1580915256.6742697,[186423.7118],None,2018-02-17,0.1,000:00:00,False
a39a6d47-6e4d-44d8-b4ef-133cce863034,all,1580915363.520381,[184271.4835],None,2018-01-05,0.1,000:00:40,True
